Supplier Name,Supplier ID,Product,Product ID,Product Quantity,Price per Product,Address,State,Phone Number,City,Email,Payment Status,Date
Nair Ventures,SUP5908,Plow-18HP,PLW0001,1,2993.23,"39, Industrial Area",Kerala,6504579674,Kozhikode,nairventures@example.com,Payment Pending,2021-09-01
Singh Agro,SUP5417,Sowing Machine 1F,SWM0001,8,1986.98,"59, Industrial Area",Bihar,7769166093,Bhagalpur,singhagro@example.com,Payment Paid,2020-04-22
Bose Supplies,SUP8950,Milling Machine-7.5HP,MLL0001,59,4132.93,"36, Main Road",Rajasthan,6600582796,Udaipur,bosesupplies@example.com,Payment Pending,2022-05-03
Reddy Trading Co.,SUP3580,Milling Machine-7.5HP,MLL0001,84,2694.89,"53, Industrial Area",Uttar Pradesh,7508097135,Kanpur,reddytradingco.@example.com,Payment Pending,2020-10-24
Reddy Trading Co.,SUP7906,Sowing Machine 2F,SWM0002,42,2341.76,"74, Market Street",Bihar,6779921932,Gaya,reddytradingco.@example.com,Payment Paid,2023-12-20
Reddy Trading Co.,SUP9455,Milk Extractor 600LPM,ME0002,23,1216.83,"54, Market Street",Karnataka,9820925715,Bangalore,reddytradingco.@example.com,Payment Paid,2022-08-02
Reddy Trading Co.,SUP6826,Sowing Machine 3F,SWM0003,28,1868.57,"80, Market Street",West Bengal,7209341607,Howrah,reddytradingco.@example.com,Payment Pending,2020-10-05
Patel Enterprises,SUP1318,Roater/Multure-7ft,RTR0002,7,3061.19,"22, Industrial Area",Gujarat,7447465304,Vadodara,patelenterprises@example.com,Payment Paid,2020-12-31
Khan Distributors,SUP2471,Plow-60HP,PLW0002,63,3473.89,"48, Main Road",Bihar,8964860525,Gaya,khandistributors@example.com,Payment Paid,2022-10-20
Nair Ventures,SUP7883,Sowing Machine 4F,SWM0004,32,4822.68,"43, Industrial Area",Bihar,7211880121,Bhagalpur,nairventures@example.com,Payment Paid,2021-01-06
Khan Distributors,SUP4099,Milling Machine-7.5HP,MLL0001,17,2042.95,"10, Main Road",Punjab,6297978645,Amritsar,khandistributors@example.com,Payment Pending,2023-05-22
Patel Enterprises,SUP2863,Milk Extractor 180LPM,ME0001,10,3704.13,"67, Market Street",Gujarat,6175471601,Vadodara,patelenterprises@example.com,Payment Pending,2020-01-18
Khan Distributors,SUP8499,Milling Machine-40HP,MLL0002,16,1117.88,"32, Main Road",West Bengal,6004158105,Howrah,khandistributors@example.com,Payment Paid,2021-06-02
Bose Supplies,SUP4849,Roater/Multure-7ft,RTR0002,72,2108.2,"40, Market Street",Rajasthan,8169129494,Jaipur,bosesupplies@example.com,Payment Pending,2023-11-22
Gupta Suppliers,SUP1376,Kadaba Kutti Machine M1,KK0001,53,3587.53,"55, Industrial Area",Tamil Nadu,7886771966,Madurai,guptasuppliers@example.com,Payment Paid,2022-01-11
Singh Agro,SUP9587,Sowing Machine 2F,SWM0002,62,3117.69,"30, Industrial Area",Gujarat,9566948528,Ahmedabad,singhagro@example.com,Payment Pending,2023-04-08
Bose Supplies,SUP1629,Kadaba Kutti Machine M3,KK0003,28,4171.91,"13, Main Road",Rajasthan,9809724445,Jaipur,bosesupplies@example.com,Payment Pending,2021-07-12
Singh Agro,SUP5854,Milling Machine-40HP,MLL0002,82,4789.92,"27, Industrial Area",Bihar,9592937411,Bhagalpur,singhagro@example.com,Payment Pending,2020-08-18
Reddy Trading Co.,SUP9925,Roater/Multure-7ft,RTR0002,45,2367.46,"81, Market Street",Punjab,8496061913,Amritsar,reddytradingco.@example.com,Payment Paid,2021-06-21
Nair Ventures,SUP2121,Plow-60HP,PLW0002,4,911.21,"67, Industrial Area",Rajasthan,7356169842,Jodhpur,nairventures@example.com,Payment Paid,2021-01-08
Bose Supplies,SUP3805,Kadaba Kutti Machine M3,KK0003,14,3109.56,"70, Market Street",Karnataka,8812418325,Mysore,bosesupplies@example.com,Payment Paid,2021-11-13
Singh Agro,SUP9107,Milk Extractor 180LPM,ME0001,100,3488.72,"97, Main Road",Kerala,7423605976,Thiruvananthapuram,singhagro@example.com,Payment Pending,2022-10-23
Singh Agro,SUP3188,Milk Extractor 600LPM,ME0002,100,4537.99,"72, Main Road",West Bengal,7212817105,Howrah,singhagro@example.com,Payment Pending,2023-04-15
Singh Agro,SUP8611,Sowing Machine 4F,SWM0004,50,3978.68,"25, Market Street",Tamil Nadu,6799949465,Madurai,singhagro@example.com,Payment Pending,2021-12-16
Nair Ventures,SUP4672,Plow-60HP,PLW0002,48,2808.83,"61, Industrial Area",Kerala,8436858226,Thiruvananthapuram,nairventures@example.com,Payment Paid,2020-01-19
Verma Industries,SUP9214,Milling Machine-40HP,MLL0002,58,3480.16,"48, Industrial Area",Bihar,7671780653,Patna,vermaindustries@example.com,Payment Pending,2021-02-25
Reddy Trading Co.,SUP1552,Roater/Multure-2ft,RTR0001,46,4281.68,"12, Market Street",Punjab,9098717663,Ludhiana,reddytradingco.@example.com,Payment Pending,2021-02-23
Reddy Trading Co.,SUP1015,Plow-60HP,PLW0002,50,884.94,"73, Market Street",Uttar Pradesh,8921246140,Varanasi,reddytradingco.@example.com,Payment Paid,2023-03-23
Singh Agro,SUP4415,Sowing Machine 4F,SWM0004,71,2662.99,"66, Market Street",Bihar,8883298484,Gaya,singhagro@example.com,Payment Paid,2022-02-15
Nair Ventures,SUP9253,Kadaba Kutti Machine M1,KK0001,19,2601.38,"20, Main Road",Maharashtra,6490437172,Nagpur,nairventures@example.com,Payment Pending,2023-04-07
Nair Ventures,SUP4318,Kadaba Kutti Machine M3,KK0003,6,518.98,"59, Market Street",Uttar Pradesh,7050250375,Kanpur,nairventures@example.com,Payment Pending,2023-07-12
Nair Ventures,SUP2343,Sowing Machine 1F,SWM0001,27,2256.22,"83, Industrial Area",Maharashtra,9356741201,Nagpur,nairventures@example.com,Payment Paid,2021-03-28
Nair Ventures,SUP1443,Plow-60HP,PLW0002,94,4225.19,"46, Main Road",Bihar,7385116640,Patna,nairventures@example.com,Payment Pending,2020-10-31
Patel Enterprises,SUP5827,Milk Extractor 180LPM,ME0001,65,2317.2,"69, Main Road",Gujarat,9503864440,Vadodara,patelenterprises@example.com,Payment Pending,2022-10-05
Khan Distributors,SUP8451,Roater/Multure-2ft,RTR0001,76,1581.6,"81, Industrial Area",Uttar Pradesh,6819624305,Lucknow,khandistributors@example.com,Payment Pending,2021-09-14
Khan Distributors,SUP7470,Kadaba Kutti Machine M1,KK0001,64,2071.78,"64, Main Road",Uttar Pradesh,6946713394,Varanasi,khandistributors@example.com,Payment Paid,2023-02-14
Patel Enterprises,SUP1282,Plow-18HP,PLW0001,34,3332.11,"50, Industrial Area",Maharashtra,9716123390,Nagpur,patelenterprises@example.com,Payment Pending,2021-12-11
Bose Supplies,SUP8582,Sowing Machine 3F,SWM0003,56,2924.23,"8, Industrial Area",Rajasthan,6311751763,Udaipur,bosesupplies@example.com,Payment Pending,2020-12-05
Singh Agro,SUP7226,Milk Extractor 600LPM,ME0002,53,662.14,"40, Market Street",Uttar Pradesh,8888295909,Kanpur,singhagro@example.com,Payment Pending,2021-08-31
Patel Enterprises,SUP5892,Roater/Multure-7ft,RTR0002,16,3276.14,"60, Market Street",West Bengal,8060878749,Darjeeling,patelenterprises@example.com,Payment Paid,2020-02-08
Khan Distributors,SUP4508,Sowing Machine 1F,SWM0001,14,3792.16,"30, Market Street",Bihar,6946405915,Gaya,khandistributors@example.com,Payment Paid,2021-08-13
Singh Agro,SUP3465,Kadaba Kutti Machine M1,KK0001,82,2853.17,"76, Industrial Area",Punjab,7948395368,Amritsar,singhagro@example.com,Payment Pending,2020-12-02
Reddy Trading Co.,SUP5352,Kadaba Kutti Machine M3,KK0003,71,4883.84,"5, Industrial Area",West Bengal,7915337967,Darjeeling,reddytradingco.@example.com,Payment Paid,2023-04-06
Nair Ventures,SUP2843,Milling Machine-7.5HP,MLL0001,64,2417.34,"58, Market Street",Gujarat,6963937511,Ahmedabad,nairventures@example.com,Payment Paid,2023-04-20
Gupta Suppliers,SUP6154,Kadaba Kutti Machine M3,KK0003,17,1769.54,"100, Industrial Area",Punjab,6648208005,Amritsar,guptasuppliers@example.com,Payment Pending,2022-11-26
Singh Agro,SUP3142,Milling Machine-40HP,MLL0002,45,3418.05,"58, Main Road",West Bengal,7456681415,Darjeeling,singhagro@example.com,Payment Paid,2021-05-29
Verma Industries,SUP9698,Roater/Multure-7ft,RTR0002,25,934.77,"38, Main Road",Punjab,9354198103,Amritsar,vermaindustries@example.com,Payment Paid,2020-12-30
Gupta Suppliers,SUP9745,Kadaba Kutti Machine M1,KK0001,94,3543.02,"51, Industrial Area",West Bengal,8832924457,Kolkata,guptasuppliers@example.com,Payment Paid,2023-12-08
Khan Distributors,SUP7622,Kadaba Kutti Machine M2,KK0002,82,702.39,"7, Industrial Area",Karnataka,7772911273,Mysore,khandistributors@example.com,Payment Paid,2020-12-08
Khan Distributors,SUP9812,Kadaba Kutti Machine M3,KK0003,69,2475.9,"53, Market Street",Bihar,7120993526,Gaya,khandistributors@example.com,Payment Pending,2021-05-24
Patel Enterprises,SUP5435,Milling Machine-40HP,MLL0002,17,3791.88,"16, Market Street",Uttar Pradesh,6116499946,Lucknow,patelenterprises@example.com,Payment Pending,2020-01-25
Bose Supplies,SUP8261,Milling Machine-40HP,MLL0002,13,3656.99,"26, Industrial Area",Gujarat,8961310159,Surat,bosesupplies@example.com,Payment Pending,2022-10-07
Patel Enterprises,SUP5669,Sowing Machine 3F,SWM0003,39,4457.43,"25, Market Street",Tamil Nadu,8450132494,Chennai,patelenterprises@example.com,Payment Paid,2023-09-14
Reddy Trading Co.,SUP3486,Milk Extractor 600LPM,ME0002,83,4446.17,"91, Main Road",Uttar Pradesh,9552613977,Lucknow,reddytradingco.@example.com,Payment Paid,2021-01-09
Singh Agro,SUP7177,Sowing Machine 2F,SWM0002,6,2260.88,"45, Industrial Area",Gujarat,8500547667,Surat,singhagro@example.com,Payment Pending,2020-02-22
Patel Enterprises,SUP9368,Milling Machine-7.5HP,MLL0001,92,1239.7,"67, Industrial Area",Uttar Pradesh,6267868145,Lucknow,patelenterprises@example.com,Payment Pending,2022-09-19
Sharma Traders,SUP9647,Milling Machine-40HP,MLL0002,36,915.4,"80, Market Street",Karnataka,7756656644,Hubli,sharmatraders@example.com,Payment Paid,2020-08-08
Khan Distributors,SUP5826,Roater/Multure-2ft,RTR0001,92,1460.54,"6, Market Street",Punjab,6282516780,Ludhiana,khandistributors@example.com,Payment Paid,2020-07-20
Nair Ventures,SUP1229,Sowing Machine 4F,SWM0004,48,4134.28,"46, Market Street",Tamil Nadu,7240155261,Madurai,nairventures@example.com,Payment Pending,2021-05-04
Gupta Suppliers,SUP1795,Plow-18HP,PLW0001,88,4529.55,"88, Main Road",Uttar Pradesh,9874363435,Kanpur,guptasuppliers@example.com,Payment Pending,2020-02-10
Singh Agro,SUP9084,Plow-18HP,PLW0001,72,4439.39,"65, Industrial Area",West Bengal,6143760963,Kolkata,singhagro@example.com,Payment Pending,2021-01-28
Khan Distributors,SUP7092,Sowing Machine 3F,SWM0003,3,3766.9,"64, Main Road",Tamil Nadu,7528944756,Chennai,khandistributors@example.com,Payment Pending,2021-06-20
Khan Distributors,SUP9840,Roater/Multure-7ft,RTR0002,69,3127.4,"43, Market Street",Karnataka,9433984892,Mysore,khandistributors@example.com,Payment Pending,2023-06-15
Verma Industries,SUP5828,Kadaba Kutti Machine M3,KK0003,6,4182.98,"53, Industrial Area",Karnataka,9719959680,Mysore,vermaindustries@example.com,Payment Paid,2020-03-06
Patel Enterprises,SUP4571,Milk Extractor 180LPM,ME0001,84,2154.78,"15, Main Road",Tamil Nadu,7571682914,Madurai,patelenterprises@example.com,Payment Pending,2023-06-28
Khan Distributors,SUP7640,Kadaba Kutti Machine M3,KK0003,23,4708.07,"63, Main Road",West Bengal,6223741600,Kolkata,khandistributors@example.com,Payment Paid,2020-04-02
Reddy Trading Co.,SUP8115,Sowing Machine 4F,SWM0004,76,3311.61,"94, Market Street",West Bengal,9317983350,Kolkata,reddytradingco.@example.com,Payment Paid,2023-04-23
Bose Supplies,SUP1298,Sowing Machine 1F,SWM0001,69,4997.65,"28, Market Street",West Bengal,7637436200,Howrah,bosesupplies@example.com,Payment Pending,2021-01-03
Sharma Traders,SUP7161,Milling Machine-7.5HP,MLL0001,51,2193.79,"79, Market Street",Kerala,8151512091,Kochi,sharmatraders@example.com,Payment Paid,2023-08-03
Singh Agro,SUP2216,Plow-60HP,PLW0002,83,1946.54,"70, Market Street",Maharashtra,7724670109,Mumbai,singhagro@example.com,Payment Paid,2021-11-04
Patel Enterprises,SUP9038,Roater/Multure-7ft,RTR0002,98,3728.42,"30, Market Street",Kerala,7795491892,Kochi,patelenterprises@example.com,Payment Pending,2023-01-26
Verma Industries,SUP8205,Sowing Machine 4F,SWM0004,49,1702.8,"50, Market Street",Maharashtra,6118130124,Mumbai,vermaindustries@example.com,Payment Pending,2023-04-09
Sharma Traders,SUP7207,Kadaba Kutti Machine M2,KK0002,35,4624.51,"53, Industrial Area",Kerala,9138572151,Kochi,sharmatraders@example.com,Payment Paid,2022-02-05
Sharma Traders,SUP9275,Kadaba Kutti Machine M3,KK0003,48,3351.07,"28, Market Street",Tamil Nadu,6797884299,Madurai,sharmatraders@example.com,Payment Pending,2021-03-30
Reddy Trading Co.,SUP2899,Sowing Machine 3F,SWM0003,99,1721.13,"63, Market Street",Gujarat,9478720827,Ahmedabad,reddytradingco.@example.com,Payment Pending,2021-12-05
Bose Supplies,SUP8755,Sowing Machine 2F,SWM0002,20,2168.9,"20, Main Road",Gujarat,6183788841,Vadodara,bosesupplies@example.com,Payment Pending,2021-10-29
Singh Agro,SUP9345,Plow-60HP,PLW0002,30,3864.89,"58, Industrial Area",Punjab,8164225179,Amritsar,singhagro@example.com,Payment Paid,2021-07-13
Reddy Trading Co.,SUP7433,Plow-60HP,PLW0002,84,585.66,"95, Main Road",Kerala,7614728210,Thiruvananthapuram,reddytradingco.@example.com,Payment Paid,2022-08-17
Sharma Traders,SUP3233,Milling Machine-40HP,MLL0002,51,4714.22,"6, Main Road",Maharashtra,6064626885,Pune,sharmatraders@example.com,Payment Paid,2020-07-22
Patel Enterprises,SUP8838,Kadaba Kutti Machine M2,KK0002,52,3094.93,"65, Industrial Area",Karnataka,7403258051,Hubli,patelenterprises@example.com,Payment Paid,2022-03-10
Sharma Traders,SUP4375,Kadaba Kutti Machine M3,KK0003,23,3661.83,"2, Industrial Area",West Bengal,7013973791,Kolkata,sharmatraders@example.com,Payment Paid,2022-05-28
Gupta Suppliers,SUP8054,Kadaba Kutti Machine M1,KK0001,97,3862.54,"52, Main Road",Tamil Nadu,6986759523,Chennai,guptasuppliers@example.com,Payment Paid,2023-08-20
Patel Enterprises,SUP9897,Kadaba Kutti Machine M3,KK0003,87,4146.13,"68, Main Road",Rajasthan,6511962089,Jaipur,patelenterprises@example.com,Payment Pending,2020-10-16
Desai Dealers,SUP4367,Sowing Machine 1F,SWM0001,99,1057.22,"49, Industrial Area",Bihar,7414642025,Gaya,desaidealers@example.com,Payment Paid,2023-06-28
Singh Agro,SUP2285,Sowing Machine 3F,SWM0003,46,2164.01,"39, Market Street",Tamil Nadu,7777878704,Chennai,singhagro@example.com,Payment Paid,2022-09-05
Bose Supplies,SUP7824,Plow-18HP,PLW0001,98,595.31,"68, Market Street",Uttar Pradesh,6537405929,Kanpur,bosesupplies@example.com,Payment Pending,2020-11-12
Reddy Trading Co.,SUP6916,Plow-60HP,PLW0002,83,4667.32,"48, Market Street",Kerala,9681506585,Kochi,reddytradingco.@example.com,Payment Pending,2022-12-04
Patel Enterprises,SUP8709,Plow-60HP,PLW0002,54,1982.41,"100, Main Road",Rajasthan,6161403063,Jodhpur,patelenterprises@example.com,Payment Paid,2020-01-12
Desai Dealers,SUP4254,Milk Extractor 180LPM,ME0001,42,1693.29,"23, Market Street",Rajasthan,8071985229,Jaipur,desaidealers@example.com,Payment Paid,2021-02-12
Desai Dealers,SUP7147,Kadaba Kutti Machine M2,KK0002,23,4952.76,"13, Main Road",Karnataka,8321588475,Hubli,desaidealers@example.com,Payment Pending,2021-05-01
Patel Enterprises,SUP6527,Sowing Machine 2F,SWM0002,12,3234.01,"29, Market Street",Tamil Nadu,6977938717,Madurai,patelenterprises@example.com,Payment Paid,2023-04-22
Bose Supplies,SUP9134,Sowing Machine 2F,SWM0002,27,2729.45,"51, Industrial Area",Uttar Pradesh,6405666296,Lucknow,bosesupplies@example.com,Payment Paid,2020-07-06
Desai Dealers,SUP5098,Kadaba Kutti Machine M2,KK0002,48,2519.88,"39, Main Road",Uttar Pradesh,8873600722,Lucknow,desaidealers@example.com,Payment Paid,2023-02-08
Sharma Traders,SUP8481,Milk Extractor 600LPM,ME0002,8,2335.14,"19, Market Street",West Bengal,7250450011,Howrah,sharmatraders@example.com,Payment Pending,2022-01-24
Nair Ventures,SUP8037,Kadaba Kutti Machine M3,KK0003,100,2532.7,"16, Main Road",Gujarat,9155056218,Surat,nairventures@example.com,Payment Pending,2020-11-20
Patel Enterprises,SUP1871,Sowing Machine 3F,SWM0003,56,2415.44,"1, Industrial Area",West Bengal,9793698274,Howrah,patelenterprises@example.com,Payment Paid,2020-08-31
Singh Agro,SUP5178,Milling Machine-40HP,MLL0002,28,635.37,"25, Main Road",Karnataka,6471568480,Mysore,singhagro@example.com,Payment Paid,2020-10-05
Gupta Suppliers,SUP2356,Kadaba Kutti Machine M3,KK0003,39,4149.64,"18, Market Street",Karnataka,9090746990,Bangalore,guptasuppliers@example.com,Payment Pending,2020-05-26
Gupta Suppliers,SUP5073,Kadaba Kutti Machine M1,KK0001,71,2854.49,"16, Main Road",Bihar,7871734426,Bhagalpur,guptasuppliers@example.com,Payment Paid,2023-11-08
Verma Industries,SUP7450,Plow-18HP,PLW0001,74,2105.54,"10, Industrial Area",Maharashtra,9209600091,Nagpur,vermaindustries@example.com,Payment Paid,2023-12-19
Gupta Suppliers,SUP9706,Plow-18HP,PLW0001,21,1798.03,"50, Market Street",Maharashtra,6098381428,Nagpur,guptasuppliers@example.com,Payment Paid,2023-09-25
Bose Supplies,SUP2944,Kadaba Kutti Machine M3,KK0003,50,3591.1,"8, Market Street",Kerala,8732915809,Kozhikode,bosesupplies@example.com,Payment Pending,2020-05-30
Nair Ventures,SUP6874,Sowing Machine 2F,SWM0002,72,4152.96,"65, Market Street",Rajasthan,6975961825,Udaipur,nairventures@example.com,Payment Pending,2022-11-10
Khan Distributors,SUP4945,Kadaba Kutti Machine M2,KK0002,55,2364.32,"80, Main Road",Punjab,8366112147,Amritsar,khandistributors@example.com,Payment Pending,2020-08-01
Patel Enterprises,SUP2345,Sowing Machine 1F,SWM0001,14,1319.83,"16, Main Road",Karnataka,7662494805,Mysore,patelenterprises@example.com,Payment Pending,2023-01-14
Khan Distributors,SUP1732,Roater/Multure-2ft,RTR0001,6,2852.44,"9, Market Street",Gujarat,8925308455,Vadodara,khandistributors@example.com,Payment Pending,2022-02-06
Patel Enterprises,SUP2133,Milk Extractor 180LPM,ME0001,42,4753.93,"79, Industrial Area",Maharashtra,9327299275,Nagpur,patelenterprises@example.com,Payment Paid,2022-05-16
Verma Industries,SUP2046,Sowing Machine 2F,SWM0002,83,4496.74,"88, Main Road",Kerala,6995344784,Thiruvananthapuram,vermaindustries@example.com,Payment Pending,2022-03-24
Gupta Suppliers,SUP6144,Milk Extractor 600LPM,ME0002,77,1500.6,"8, Main Road",Kerala,7182959341,Kozhikode,guptasuppliers@example.com,Payment Paid,2021-10-04
Nair Ventures,SUP6215,Milk Extractor 600LPM,ME0002,97,2314.53,"29, Main Road",Punjab,7480124413,Ludhiana,nairventures@example.com,Payment Pending,2023-01-23
Desai Dealers,SUP5656,Roater/Multure-7ft,RTR0002,60,970.74,"70, Main Road",Uttar Pradesh,8266257042,Lucknow,desaidealers@example.com,Payment Paid,2021-02-02
Gupta Suppliers,SUP6748,Roater/Multure-7ft,RTR0002,62,1022.0,"16, Main Road",Gujarat,7188338192,Surat,guptasuppliers@example.com,Payment Paid,2022-09-09
Verma Industries,SUP8708,Plow-60HP,PLW0002,92,2801.65,"10, Industrial Area",West Bengal,9942791393,Kolkata,vermaindustries@example.com,Payment Pending,2022-04-13
Gupta Suppliers,SUP8921,Sowing Machine 1F,SWM0001,24,820.84,"13, Industrial Area",Gujarat,9803626216,Surat,guptasuppliers@example.com,Payment Pending,2020-10-09
Desai Dealers,SUP5802,Sowing Machine 1F,SWM0001,2,566.39,"88, Market Street",Maharashtra,6773688059,Nagpur,desaidealers@example.com,Payment Paid,2020-01-20
Desai Dealers,SUP1973,Plow-18HP,PLW0001,35,3178.41,"48, Main Road",West Bengal,9651492648,Kolkata,desaidealers@example.com,Payment Paid,2023-07-17
Gupta Suppliers,SUP2380,Sowing Machine 4F,SWM0004,51,2477.6,"21, Main Road",West Bengal,6143498724,Howrah,guptasuppliers@example.com,Payment Pending,2022-09-23
Khan Distributors,SUP4809,Sowing Machine 2F,SWM0002,47,4433.63,"40, Industrial Area",Kerala,9361503947,Thiruvananthapuram,khandistributors@example.com,Payment Paid,2023-06-21
Verma Industries,SUP6819,Sowing Machine 3F,SWM0003,53,1048.19,"55, Industrial Area",Punjab,8587410391,Ludhiana,vermaindustries@example.com,Payment Pending,2021-11-22
Verma Industries,SUP4864,Plow-60HP,PLW0002,94,3443.89,"62, Market Street",Kerala,9070038682,Thiruvananthapuram,vermaindustries@example.com,Payment Pending,2022-01-10
Verma Industries,SUP3060,Sowing Machine 2F,SWM0002,37,4495.43,"48, Industrial Area",Maharashtra,7349965111,Nagpur,vermaindustries@example.com,Payment Paid,2022-09-25
Sharma Traders,SUP9194,Sowing Machine 1F,SWM0001,56,3422.91,"96, Industrial Area",Tamil Nadu,9434385690,Coimbatore,sharmatraders@example.com,Payment Pending,2022-09-02
Nair Ventures,SUP7558,Plow-60HP,PLW0002,14,1382.74,"16, Industrial Area",Kerala,9495574091,Kochi,nairventures@example.com,Payment Pending,2020-05-04
Sharma Traders,SUP9699,Plow-60HP,PLW0002,21,1965.89,"92, Market Street",Punjab,9925776252,Amritsar,sharmatraders@example.com,Payment Pending,2021-07-14
Nair Ventures,SUP1058,Sowing Machine 2F,SWM0002,56,685.86,"54, Market Street",Rajasthan,8768248622,Jaipur,nairventures@example.com,Payment Paid,2020-11-25
Singh Agro,SUP4550,Roater/Multure-7ft,RTR0002,68,3724.98,"45, Industrial Area",Bihar,9427731647,Bhagalpur,singhagro@example.com,Payment Paid,2021-03-06
Nair Ventures,SUP6871,Milk Extractor 600LPM,ME0002,86,3725.97,"27, Main Road",Kerala,8188882073,Kozhikode,nairventures@example.com,Payment Pending,2023-04-15
Patel Enterprises,SUP1129,Plow-18HP,PLW0001,64,4636.67,"6, Main Road",Gujarat,8463354238,Surat,patelenterprises@example.com,Payment Pending,2023-05-09
Nair Ventures,SUP7345,Sowing Machine 1F,SWM0001,65,1569.56,"77, Market Street",Karnataka,7831372747,Bangalore,nairventures@example.com,Payment Pending,2021-01-07
Verma Industries,SUP6777,Milling Machine-7.5HP,MLL0001,45,2974.7,"60, Industrial Area",Maharashtra,7750000831,Nagpur,vermaindustries@example.com,Payment Pending,2023-04-02
Desai Dealers,SUP2351,Plow-60HP,PLW0002,1,2081.71,"30, Main Road",Maharashtra,9189682097,Pune,desaidealers@example.com,Payment Pending,2020-06-29
Gupta Suppliers,SUP9479,Plow-18HP,PLW0001,81,1640.83,"23, Main Road",West Bengal,8373501445,Darjeeling,guptasuppliers@example.com,Payment Paid,2020-02-03
Sharma Traders,SUP8802,Milling Machine-40HP,MLL0002,82,3531.81,"35, Main Road",Rajasthan,9548985403,Jodhpur,sharmatraders@example.com,Payment Paid,2021-09-06
Verma Industries,SUP2148,Kadaba Kutti Machine M3,KK0003,43,4884.9,"41, Market Street",Karnataka,8008291426,Mysore,vermaindustries@example.com,Payment Pending,2020-02-13
Reddy Trading Co.,SUP8757,Plow-18HP,PLW0001,4,1338.58,"44, Industrial Area",Tamil Nadu,9780392832,Coimbatore,reddytradingco.@example.com,Payment Paid,2020-06-13
Patel Enterprises,SUP2973,Plow-18HP,PLW0001,1,3712.47,"55, Main Road",Kerala,6368324180,Kochi,patelenterprises@example.com,Payment Paid,2021-11-10
Desai Dealers,SUP6007,Sowing Machine 3F,SWM0003,18,4907.05,"91, Industrial Area",Uttar Pradesh,7131386481,Kanpur,desaidealers@example.com,Payment Paid,2020-08-20
Desai Dealers,SUP8223,Plow-60HP,PLW0002,89,4482.62,"54, Industrial Area",Karnataka,9125022781,Bangalore,desaidealers@example.com,Payment Paid,2021-08-24
Bose Supplies,SUP5890,Milling Machine-7.5HP,MLL0001,1,3219.12,"11, Industrial Area",Punjab,8090383693,Jalandhar,bosesupplies@example.com,Payment Pending,2023-01-10
Bose Supplies,SUP5582,Sowing Machine 1F,SWM0001,96,1672.84,"62, Industrial Area",Maharashtra,6720175939,Mumbai,bosesupplies@example.com,Payment Paid,2021-03-11
Gupta Suppliers,SUP7283,Milling Machine-40HP,MLL0002,46,564.84,"1, Industrial Area",Rajasthan,9085252932,Udaipur,guptasuppliers@example.com,Payment Paid,2020-03-09
Sharma Traders,SUP2041,Plow-18HP,PLW0001,48,3074.51,"27, Market Street",Punjab,6571737665,Amritsar,sharmatraders@example.com,Payment Paid,2021-04-10
Singh Agro,SUP4791,Milk Extractor 600LPM,ME0002,73,4188.15,"76, Main Road",Rajasthan,8448926535,Jaipur,singhagro@example.com,Payment Pending,2023-03-06
Sharma Traders,SUP3019,Roater/Multure-2ft,RTR0001,13,2091.85,"12, Main Road",Tamil Nadu,8846964127,Coimbatore,sharmatraders@example.com,Payment Paid,2022-11-05
Patel Enterprises,SUP6598,Kadaba Kutti Machine M2,KK0002,89,4667.95,"39, Main Road",Bihar,9804747308,Gaya,patelenterprises@example.com,Payment Paid,2020-05-11
Bose Supplies,SUP6906,Roater/Multure-7ft,RTR0002,57,4365.05,"98, Main Road",Kerala,6846472534,Kochi,bosesupplies@example.com,Payment Pending,2022-07-06
Singh Agro,SUP8266,Plow-60HP,PLW0002,60,2448.6,"45, Main Road",Tamil Nadu,8259444574,Madurai,singhagro@example.com,Payment Paid,2020-03-17
Bose Supplies,SUP1408,Roater/Multure-2ft,RTR0001,75,1838.07,"82, Industrial Area",Kerala,9151855172,Thiruvananthapuram,bosesupplies@example.com,Payment Pending,2023-11-16
Bose Supplies,SUP9979,Milling Machine-7.5HP,MLL0001,64,4746.15,"34, Main Road",Bihar,9849742007,Patna,bosesupplies@example.com,Payment Paid,2021-04-10
Singh Agro,SUP5543,Plow-60HP,PLW0002,36,4412.44,"100, Industrial Area",Rajasthan,9485516696,Udaipur,singhagro@example.com,Payment Paid,2020-01-14
Patel Enterprises,SUP9851,Sowing Machine 1F,SWM0001,23,3335.8,"1, Industrial Area",Uttar Pradesh,7947496947,Kanpur,patelenterprises@example.com,Payment Paid,2020-12-12
Nair Ventures,SUP2780,Kadaba Kutti Machine M3,KK0003,30,3626.29,"91, Industrial Area",Karnataka,6599109831,Mysore,nairventures@example.com,Payment Pending,2020-09-08
Verma Industries,SUP1683,Sowing Machine 2F,SWM0002,64,2635.07,"13, Market Street",Rajasthan,8428488596,Udaipur,vermaindustries@example.com,Payment Pending,2020-12-08
Bose Supplies,SUP3085,Sowing Machine 3F,SWM0003,45,2744.64,"34, Industrial Area",West Bengal,9232933774,Kolkata,bosesupplies@example.com,Payment Paid,2021-10-12
Patel Enterprises,SUP4520,Milk Extractor 180LPM,ME0001,3,2567.74,"81, Market Street",Gujarat,6367761098,Vadodara,patelenterprises@example.com,Payment Paid,2022-05-23
