Supplier Name,Supplier ID,Product,Product ID,Product Quantity,Price per Product,Address,State,Phone Number,City,Email,Payment Status,Date
Chana-Sankar,7540,Sweet Corn,P001,291,455.02,"04/150, Golla Road, Noida-712586",Meghalaya,+917441092137,Nizamabad,heer87@hotmail.com,Payment Pending,2020-07-18
"Bali, Iyer and Lad",4168,Juice Concentrates (like orange or cranberry),P014,262,95.32,"742, Guha Path, Amritsar 536137",Haryana,02759107878,Tiruppur,godafarhan@yahoo.com,Payment Pending,2020-11-07
Sehgal and Sons,3343,"Dry Fruits (e.g., almonds, cashews, raisins)",P017,362,41.46,"197, Wason Ganj, Bhiwandi 872187",West Bengal,08662786270,New Delhi,prisha27@yahoo.com,Payment Paid,2022-01-05
Ratta-Buch,8801,"Dry Fruits (e.g., almonds, cashews, raisins)",P017,191,383.6,"794, Kothari Path, Panchkula-904134",Maharashtra,+915376084752,Secunderabad,ishaan33@saran-bansal.org,Payment Paid,2021-06-05
Swaminathan and Sons,8746,Sweet Corn,P001,293,381.47,"118, Lalla Path, Kurnool-936960",Chhattisgarh,+917526915570,Silchar,aarna25@hotmail.com,Payment Paid,2022-09-27
Ratta-Buch,5200,"Frozen Berries (e.g., strawberries, blueberries)",P015,81,91.49,"549, Zachariah Circle, Nadiad-659368",Odisha,0695236708,Shahjahanpur,rbanik@dixit-karan.com,Payment Pending,2020-09-28
Ratta-Buch,1191,Whipping Cream,P016,73,402.58,"13, Kalla Ganj, Bally 018079",Telangana,07047468009,Serampore,qsachdev@gara.net,Payment Pending,2020-03-04
"Bali, Iyer and Lad",7731,Ice Cream,P002,175,377.47,"H.No. 96, Karpe Chowk, Ujjain-318301",Sikkim,+910391836155,Gwalior,aliachander@yahoo.com,Payment Paid,2021-07-27
"Bali, Iyer and Lad",4131,Juice Concentrates (like orange or cranberry),P014,313,343.53,"H.No. 262, Taneja Marg, Gandhinagar 419713",Mizoram,02992253471,Tirunelveli,kchoudhury@soni.net,Payment Pending,2020-03-16
Ratta-Buch,7043,Pickles,P018,209,330.87,"06, Kapoor Chowk, Secunderabad-947199",Meghalaya,8522736616,Hindupur,hghosh@gmail.com,Payment Pending,2023-12-23
Chana-Sankar,3651,Frozen French Fries,P005,499,360.63,"92/07, Chad Marg, Durgapur 040377",Himachal Pradesh,+913099844333,Tadipatri,ykara@krish-bhagat.com,Payment Pending,2020-01-25
Ratta-Buch,3493,Ice Cream,P002,462,299.14,"435, Konda Street, Pimpri-Chinchwad-040471",West Bengal,+910186773739,Visakhapatnam,koshymannat@kant.info,Payment Pending,2021-05-12
"Sem, Mann and Karnik",8668,"Pulp (e.g., mango, guava, or tomato pulp)",P003,60,36.06,"H.No. 08, Dara, Vijayanagaram-878730",Mizoram,5066471118,Solapur,biyengar@dutta.org,Payment Pending,2022-12-10
Sehgal and Sons,3467,Chicken Nuggets,P010,415,414.28,"69/030, Kohli Path, Durgapur 895406",Telangana,+919467928669,Guntur,dhanush63@gmail.com,Payment Pending,2021-03-17
Chana-Sankar,1107,Sweet Corn,P001,87,407.5,"02, Wadhwa Road, Ambarnath 100870",Gujarat,+912967434842,Nadiad,vardaniya60@uppal.com,Payment Paid,2023-06-12
Sehgal and Sons,9523,Sweet Corn,P001,43,436.77,"43/19, Deshmukh Chowk, Pali-330681",Punjab,0733704556,Mirzapur,choprasuhana@yahoo.com,Payment Pending,2020-05-19
Swaminathan and Sons,5055,Paneer (Cottage Cheese),P008,319,344.0,"40/16, Varughese, Visakhapatnam-204286",Odisha,07277746892,Deoghar,lagankarpe@char.com,Payment Pending,2020-02-24
Swaminathan and Sons,3828,Ice Cream,P002,79,223.01,"23/131, Ravel Circle, Bardhaman-468084",Odisha,3400327930,Madanapalle,jsule@kaur-balakrishnan.com,Payment Pending,2022-06-01
Bera-Dani,4168,Pickles,P018,278,426.86,"75/603, Shetty Zila, Karnal 306933",Bihar,00429001120,Dhule,ekohli@yahoo.com,Payment Pending,2022-04-21
Ratta-Buch,4455,Rice or Pasta,P020,339,280.39,"950, Bhargava Road, Raebareli 994396",Maharashtra,+911180052969,Medininagar,sbedi@sane-bobal.com,Payment Paid,2022-01-29
Ratta-Buch,2482,Frozen Fish Fillets,P011,323,53.58,"57, Gokhale Street, Morena-475949",Arunachal Pradesh,5464641601,Guna,purabrajagopalan@hotmail.com,Payment Pending,2022-12-08
"Bali, Iyer and Lad",1634,Juice Concentrates (like orange or cranberry),P014,450,30.11,"07, Sarkar Ganj, Khammam-797149",Himachal Pradesh,+911619191035,Kharagpur,diyamall@gmail.com,Payment Paid,2021-03-14
Swaminathan and Sons,5838,Yogurt or Curd,P012,449,133.88,"03, Krishnamurthy Zila, Etawah 565584",Assam,8602648804,Ambattur,atwalira@srinivasan.com,Payment Paid,2022-06-13
Chana-Sankar,2470,Ice Cream,P002,467,266.17,"40/295, Dugar Path, Chinsurah-133195",Uttarakhand,+913851213488,Avadi,jhapihu@hotmail.com,Payment Paid,2022-07-19
"Bali, Iyer and Lad",8079,"Frozen Berries (e.g., strawberries, blueberries)",P015,406,311.53,"07/27, Ranganathan Ganj, Alwar 373563",Odisha,+918599306107,Durgapur,elakshi04@yahoo.com,Payment Pending,2021-07-28
"Sem, Mann and Karnik",6988,Ice Cream,P002,169,166.9,"H.No. 040, Sandal, Kadapa 640294",Meghalaya,04288388865,Rajahmundry,karprerak@yahoo.com,Payment Paid,2021-10-17
"Bali, Iyer and Lad",9830,"Frozen Berries (e.g., strawberries, blueberries)",P015,498,324.03,"H.No. 063, Devi, Berhampore-730381",Punjab,+915031285954,Tumkur,anahita79@hotmail.com,Payment Paid,2022-02-09
Deo Ltd,8485,"Dry Fruits (e.g., almonds, cashews, raisins)",P017,204,247.33,"H.No. 03, Chokshi, Sambhal-897310",Maharashtra,00128818156,Kumbakonam,kimayaaggarwal@borra.com,Payment Pending,2022-02-06
"Grover, Sidhu and Varma",6596,Milk or Milk Powder,P013,51,342.06,"H.No. 91, Chad Circle, Agartala 265165",Nagaland,+912633526072,Tiruppur,rattanshanaya@hotmail.com,Payment Paid,2023-08-25
Deo Ltd,6546,Butter,P007,184,447.67,"29/792, Venkatesh Nagar, Saharanpur-306428",Bihar,4251443874,Bijapur,ramaswamyeva@dubey.com,Payment Pending,2023-04-10
"Grover, Sidhu and Varma",3662,Ice Cream,P002,205,440.47,"H.No. 04, Kashyap Marg, Mathura-946442",Rajasthan,09588345776,Tiruchirappalli,qverma@hotmail.com,Payment Pending,2021-09-07
Chana-Sankar,1890,Whipping Cream,P016,384,366.21,"08/75, Wason Ganj, Arrah 615486",Sikkim,00231062441,Kadapa,raunak25@gmail.com,Payment Paid,2021-11-17
Ratta-Buch,8113,Paneer (Cottage Cheese),P008,442,303.21,"26/342, Jha Circle, Ramagundam 241895",Madhya Pradesh,+914842689310,Thanjavur,ivanadhar@gmail.com,Payment Pending,2022-02-07
"Tella, Andra and Grover",5304,Sweet Corn,P001,345,339.54,"H.No. 60, Dave Circle, Bidar-137916",West Bengal,+918612621807,Mehsana,purabdhar@hotmail.com,Payment Paid,2020-11-10
"Bali, Iyer and Lad",2532,Frozen French Fries,P005,249,50.89,"H.No. 587, Sani Circle, Kakinada 115091",Himachal Pradesh,8471746058,Ulhasnagar,zeeshan20@gmail.com,Payment Paid,2022-11-11
Bera-Dani,3502,"Pulp (e.g., mango, guava, or tomato pulp)",P003,311,60.18,"376, Varma Circle, Dehradun 218112",Meghalaya,+915454308276,Thanjavur,yuvraj-bhavsar@bhasin-sood.com,Payment Paid,2022-06-09
Sehgal and Sons,5675,Butter,P007,260,158.25,"25/87, Gupta Chowk, Kolkata 751957",Jharkhand,+918034092797,Bettiah,kurianalisha@virk.net,Payment Pending,2022-08-14
Chana-Sankar,2458,Pickles,P018,316,197.92,"H.No. 18, Raj Nagar, Bidhannagar-775318",Chhattisgarh,08384069016,Ranchi,emir38@hotmail.com,Payment Pending,2022-03-10
Bera-Dani,5329,Frozen Fish Fillets,P011,30,184.84,"H.No. 91, Khosla, Bijapur 999767",Jharkhand,+916705066713,Srinagar,ragarwal@comar.com,Payment Pending,2022-07-04
Bera-Dani,2792,Frozen Mixed Vegetables,P009,166,28.12,"576, Tiwari Chowk, Kulti 161865",Uttarakhand,00432301015,Aurangabad,mahika47@halder.com,Payment Pending,2020-07-14
"Bali, Iyer and Lad",7736,Paneer (Cottage Cheese),P008,481,469.43,"H.No. 08, Rajagopal Circle, Barasat-065455",Assam,+913867995095,Jamshedpur,karpepranay@yahoo.com,Payment Pending,2023-08-25
Bera-Dani,4227,Juice Concentrates (like orange or cranberry),P014,300,50.66,"12/69, Barman Road, Silchar 379056",Arunachal Pradesh,+911084269151,Bhatpara,aggarwalinaaya@hotmail.com,Payment Pending,2021-10-27
Deo Ltd,2926,"Frozen Berries (e.g., strawberries, blueberries)",P015,321,330.05,"H.No. 36, Shukla Circle, Tiruvottiyur 587098",Karnataka,+917744214799,Jamalpur,tiya51@yahoo.com,Payment Pending,2023-12-04
Swaminathan and Sons,6632,Frozen Mixed Vegetables,P009,22,206.31,"13/00, Choudhary Zila, Orai 078266",Uttarakhand,3946017779,Vijayanagaram,drao@gmail.com,Payment Paid,2020-04-05
"Tella, Andra and Grover",3834,Chicken Nuggets,P010,145,277.68,"485, Sunder Road, Thoothukudi 682693",Bihar,7906010316,Sri Ganganagar,aniruddhkaul@hotmail.com,Payment Pending,2020-03-27
Swaminathan and Sons,6250,Frozen Mixed Vegetables,P009,237,90.71,"15, Manne Path, Bhimavaram-327764",Nagaland,+913186249279,Meerut,rati94@yahoo.com,Payment Paid,2021-03-26
Swaminathan and Sons,8225,Chicken Nuggets,P010,488,401.28,"37/459, Sunder Circle, Amravati-261551",Jharkhand,7103237688,Burhanpur,kalitamanikya@sen-sarin.biz,Payment Pending,2021-08-12
"Tella, Andra and Grover",5139,Frozen Fish Fillets,P011,99,198.25,"41, Vig Road, Avadi 959805",Himachal Pradesh,8996965688,Bhilai,comarvritika@gmail.com,Payment Pending,2020-07-23
Chana-Sankar,6508,Rice or Pasta,P020,433,293.24,"57/940, Amble Street, Proddatur 415166",Mizoram,3636712792,Varanasi,graju@hotmail.com,Payment Paid,2021-03-27
"Sem, Mann and Karnik",4962,"Sauces (like tomato ketchup, chili sauce, or soy sauce)",P019,38,16.97,"29/663, Seshadri Zila, Buxar 365242",Jharkhand,05008362485,Aligarh,jchada@yahoo.com,Payment Pending,2023-11-16
Deo Ltd,2548,Rice or Pasta,P020,249,271.43,"72, Soni Path, Secunderabad 190962",Assam,+914872167756,Howrah,keermannat@gmail.com,Payment Paid,2023-06-09
Bera-Dani,7565,Frozen French Fries,P005,54,41.59,"98/061, Babu Road, Bathinda-374473",Sikkim,+911161599496,Dhanbad,nehmatsethi@balan-ravel.net,Payment Pending,2020-12-04
"Sem, Mann and Karnik",3946,Butter,P007,459,416.47,"H.No. 018, Lalla Road, Bhilwara-342336",Maharashtra,7571282023,Varanasi,sunderishaan@yahoo.com,Payment Pending,2022-05-07
Chana-Sankar,3624,Rice or Pasta,P020,97,293.51,"75/65, Vig Circle, Hospet-153478",Odisha,+916395833933,Kalyan-Dombivli,nirvirandhawa@gupta-sampath.org,Payment Paid,2022-06-05
"Grover, Sidhu and Varma",6016,Yogurt or Curd,P012,357,482.86,"812, Tailor Nagar, Silchar 518584",Maharashtra,+916901292323,Deoghar,ahujaindranil@hotmail.com,Payment Paid,2023-12-13
Sehgal and Sons,6185,"Sauces (like tomato ketchup, chili sauce, or soy sauce)",P019,481,250.89,"H.No. 59, Mandal Marg, Dehradun 879168",Haryana,7008675335,Machilipatnam,gdhawan@sandhu.com,Payment Pending,2020-07-22
"Bali, Iyer and Lad",7504,"Frozen Berries (e.g., strawberries, blueberries)",P015,287,61.16,"H.No. 86, Rastogi Zila, Aizawl-917808",Meghalaya,5450163478,Bhimavaram,mannat62@doshi.com,Payment Paid,2020-11-13
Swaminathan and Sons,8404,Frozen Fish Fillets,P011,295,25.53,"H.No. 209, Ganesh, Kozhikode 644085",Meghalaya,05232269647,Shimoga,shray60@yahoo.com,Payment Pending,2020-11-25
"Tella, Andra and Grover",1992,Butter,P007,147,311.49,"80, Ahuja Chowk, Kurnool 947139",Odisha,6363515936,Siliguri,gatikrastogi@gmail.com,Payment Paid,2023-05-18
Swaminathan and Sons,4067,"Sauces (like tomato ketchup, chili sauce, or soy sauce)",P019,153,33.01,"H.No. 688, Bawa Marg, Mahbubnagar-785006",Haryana,03415799557,Ghaziabad,vaibhav45@gmail.com,Payment Pending,2022-03-11
"Sem, Mann and Karnik",8392,Whipping Cream,P016,367,304.62,"21, Gokhale, Guntur 736909",Tamil Nadu,5581576972,Gurgaon,evajohal@yahoo.com,Payment Paid,2021-07-07
Deo Ltd,4197,Pickles,P018,216,48.19,"69/77, Ramanathan Road, Bhatpara 397632",Telangana,9488502076,Dharmavaram,kaira80@hotmail.com,Payment Pending,2021-04-03
Ratta-Buch,3549,Ice Cream,P002,92,23.53,"59, Sood Street, Guwahati-719568",Uttarakhand,7669973877,Hyderabad,kandaalia@gmail.com,Payment Pending,2022-05-06
Ratta-Buch,6212,Chicken Nuggets,P010,179,148.0,"H.No. 416, De Path, Dhanbad-292820",Uttarakhand,00466331283,Patna,ahujatiya@gmail.com,Payment Paid,2022-09-13
Swaminathan and Sons,7443,Yogurt or Curd,P012,171,274.06,"14, Acharya Zila, Udupi 580439",Gujarat,04723325955,Kulti,singhivan@sathe.org,Payment Paid,2021-05-14
"Bali, Iyer and Lad",8309,Frozen Mixed Vegetables,P009,117,121.26,"98/467, Raju Road, Aurangabad-282905",Chhattisgarh,+919617800614,Srikakulam,aaryahibhagat@gmail.com,Payment Pending,2022-06-14
Sehgal and Sons,6164,Paneer (Cottage Cheese),P008,329,287.61,"13, Gandhi Marg, Danapur-136338",Madhya Pradesh,02506202701,Coimbatore,pchoudhry@dhaliwal.biz,Payment Paid,2022-10-19
Swaminathan and Sons,1224,"Frozen Berries (e.g., strawberries, blueberries)",P015,376,87.39,"H.No. 38, Mannan Zila, Bhagalpur 116147",Assam,+916147889783,Kishanganj,biju48@hotmail.com,Payment Paid,2023-09-25
Sehgal and Sons,7620,Frozen Fish Fillets,P011,110,463.9,"17, Sagar Circle, Sri Ganganagar 736832",Madhya Pradesh,01707669840,Kalyan-Dombivli,anay26@gmail.com,Payment Paid,2020-02-03
"Sem, Mann and Karnik",5450,Ice Cream,P002,422,321.18,"092, Magar Road, Kolkata 499102",Haryana,5250714661,Jamalpur,nakul88@toor.biz,Payment Pending,2022-10-10
Swaminathan and Sons,5098,Chicken Nuggets,P010,280,300.27,"297, Ganesh Ganj, Hapur-197834",Madhya Pradesh,02782580871,Indore,qbanerjee@kulkarni.biz,Payment Paid,2020-02-27
"Bali, Iyer and Lad",1617,Frozen Fish Fillets,P011,49,110.91,"67/81, Subramaniam Ganj, Sirsa 760636",West Bengal,3565544714,Bhiwandi,randhawadharmajan@hotmail.com,Payment Pending,2023-08-20
Ratta-Buch,4377,"Dry Fruits (e.g., almonds, cashews, raisins)",P017,211,415.87,"H.No. 503, Iyer Ganj, Jaunpur-372311",Himachal Pradesh,06274221865,Mango,sbalay@yahoo.com,Payment Pending,2023-02-09
Swaminathan and Sons,2818,Frozen Fish Fillets,P011,61,267.09,"H.No. 69, Sule Nagar, Gopalpur-850772",Assam,+914371817431,Kollam,drishya30@yahoo.com,Payment Pending,2021-12-24
Deo Ltd,7360,Juice Concentrates (like orange or cranberry),P014,349,459.8,"24/22, Ahuja Marg, Kulti 743318",Himachal Pradesh,08661030918,Unnao,lavanyalad@sem.com,Payment Paid,2022-02-20
"Tella, Andra and Grover",9078,Rice or Pasta,P020,137,18.01,"31, Sawhney Ganj, Bhalswa Jahangir Pur-906138",Jharkhand,9737490488,Silchar,tiyakothari@gmail.com,Payment Pending,2020-04-06
Swaminathan and Sons,8318,Frozen Fish Fillets,P011,138,433.82,"142, Chad, Parbhani 494589",Gujarat,2637331217,Muzaffarpur,waglelakshit@bora.net,Payment Pending,2022-08-26
Deo Ltd,1898,Cheese Slices or Blocks,P006,106,338.57,"45/18, Sidhu Circle, Ahmedabad-523731",Karnataka,3534705443,Raichur,kalavardaniya@bakshi-buch.com,Payment Pending,2021-03-02
"Sem, Mann and Karnik",6819,"Pulp (e.g., mango, guava, or tomato pulp)",P003,458,265.31,"H.No. 74, Keer Circle, Khandwa-061702",Tripura,01751450099,Vadodara,hazelchowdhury@solanki.biz,Payment Pending,2023-03-30
Deo Ltd,2509,Cheese Slices or Blocks,P006,156,128.09,"45, Rajagopalan Zila, Bhagalpur 834192",Odisha,7277157446,Salem,balhridaan@yahoo.com,Payment Paid,2023-01-21
"Grover, Sidhu and Varma",2311,Green Peas,P004,177,23.35,"367, Bhatia Circle, Srinagar-023675",Punjab,+914031500661,Raebareli,bassirhea@bawa.biz,Payment Pending,2023-04-15
"Grover, Sidhu and Varma",7484,Green Peas,P004,339,111.28,"H.No. 85, Sahota Marg, Ludhiana 489321",Andhra Pradesh,02030117349,Panihati,okakar@warrior.com,Payment Paid,2023-03-30
Chana-Sankar,8286,Cheese Slices or Blocks,P006,5,123.83,"04, Krishnamurthy Circle, Mysore-455428",Gujarat,02939590557,Karaikudi,neysachoudhary@loyal.com,Payment Pending,2020-03-10
Deo Ltd,4611,Juice Concentrates (like orange or cranberry),P014,129,150.87,"H.No. 480, Shetty, Orai-789509",Karnataka,08428199267,Bhalswa Jahangir Pur,amiraseshadri@yahoo.com,Payment Pending,2022-03-19
Deo Ltd,2487,Frozen Mixed Vegetables,P009,90,267.33,"25/46, Handa Ganj, Patna-320033",Haryana,08469149298,Bilaspur,vritikaissac@gmail.com,Payment Pending,2022-02-12
"Sem, Mann and Karnik",5507,Chicken Nuggets,P010,278,111.21,"H.No. 04, Sandhu Street, Gorakhpur 686097",Assam,07673345032,Sonipat,cseth@loke.com,Payment Paid,2022-03-27
"Tella, Andra and Grover",9048,Cheese Slices or Blocks,P006,29,348.36,"253, Sarna Zila, Tirunelveli-676855",Tamil Nadu,06934014525,Bhalswa Jahangir Pur,madhav84@gmail.com,Payment Pending,2020-01-31
Bera-Dani,7146,Pickles,P018,319,334.08,"43/32, Basak Chowk, Srinagar-319408",Meghalaya,9486882345,Bellary,shlokbhatnagar@bhattacharyya.com,Payment Pending,2021-12-22
Ratta-Buch,5566,Cheese Slices or Blocks,P006,19,255.64,"46/40, Saraf Road, Ichalkaranji-532114",Uttar Pradesh,+919377258069,Uluberia,mannatbajaj@saini-sibal.info,Payment Paid,2021-07-04
Ratta-Buch,4083,Pickles,P018,35,385.8,"H.No. 759, Dutta, Howrah 596101",Nagaland,02683882716,Bellary,nkala@gmail.com,Payment Pending,2020-10-21
Ratta-Buch,6554,Green Peas,P004,452,362.19,"93/81, Dada Chowk, Imphal 482665",Jharkhand,01370301346,Gulbarga,mdeshpande@ramachandran-chandran.net,Payment Paid,2021-04-02
"Bali, Iyer and Lad",6381,Chicken Nuggets,P010,357,66.55,"37/598, Choudhry Street, Morbi-262016",Goa,5158562510,Bareilly,aniruddhdora@kadakia.info,Payment Paid,2021-07-26
Bera-Dani,8745,Cheese Slices or Blocks,P006,466,200.13,"56/679, Mammen Road, Mahbubnagar-774689",Tamil Nadu,6683249398,Gwalior,suhanadave@buch-deep.com,Payment Pending,2020-10-25
Chana-Sankar,6145,Frozen Mixed Vegetables,P009,138,342.44,"16/777, Varma Street, Phusro-140632",Telangana,7100864924,Tenali,shloksandal@rajagopalan-dutt.com,Payment Paid,2023-04-05
"Grover, Sidhu and Varma",2042,Sweet Corn,P001,387,458.05,"083, Mangal, Jammu 280162",Meghalaya,02953149337,Faridabad,devanshwalia@gmail.com,Payment Pending,2022-08-27
Ratta-Buch,5024,Whipping Cream,P016,132,393.98,"96/13, Sengupta Circle, Ambala-558291",Manipur,02573416948,Belgaum,purabkoshy@hotmail.com,Payment Paid,2021-10-25
Bera-Dani,4597,Frozen French Fries,P005,311,142.09,"H.No. 09, Grover Zila, Panihati-128783",Sikkim,+918985570869,Mehsana,masterivan@hotmail.com,Payment Pending,2023-10-26
Deo Ltd,7746,Yogurt or Curd,P012,18,459.7,"H.No. 759, Khurana Path, Uluberia-009098",Assam,1477485019,Satara,dhanushchopra@sachdeva.info,Payment Pending,2020-02-23
"Grover, Sidhu and Varma",3932,Butter,P007,373,453.9,"76/85, Raj Ganj, Thane 940994",West Bengal,07186067480,Hindupur,riaan78@zachariah-borra.com,Payment Paid,2021-11-12
"Tella, Andra and Grover",6508,Paneer (Cottage Cheese),P008,118,98.44,"80, Chana Nagar, Ozhukarai 322413",Himachal Pradesh,5711985226,Gangtok,charvisachdev@yahoo.com,Payment Pending,2022-01-21
Ratta-Buch,2354,Sweet Corn,P001,81,334.23,"05/612, Konda Street, Srinagar 363882",Meghalaya,2571520988,Mangalore,elakshi01@wagle.com,Payment Paid,2021-08-08
"Tella, Andra and Grover",6762,Cheese Slices or Blocks,P006,145,147.65,"24/218, Kumar Path, Arrah-886413",Uttarakhand,3015749598,Srinagar,duttsamiha@saini-buch.org,Payment Pending,2021-09-18
Ratta-Buch,6032,Butter,P007,193,188.08,"H.No. 00, Din Zila, Pimpri-Chinchwad 518222",Uttarakhand,+911988529810,Kochi,anaya81@hotmail.com,Payment Pending,2023-05-12
Chana-Sankar,7605,Sweet Corn,P001,392,77.21,"353, Loke Zila, Gandhinagar 007305",Tamil Nadu,8243237499,Mira-Bhayandar,chalder@thaker.com,Payment Pending,2023-07-01
"Bali, Iyer and Lad",6139,Frozen Fish Fillets,P011,157,472.41,"97, Cherian Circle, Kanpur 647243",Uttar Pradesh,0605491089,Buxar,indrans81@yahoo.com,Payment Paid,2023-07-21
"Sem, Mann and Karnik",8489,Paneer (Cottage Cheese),P008,122,460.03,"55/111, Dewan, Jabalpur-666729",Chhattisgarh,09895856028,Hajipur,farhanbaria@bhardwaj.com,Payment Paid,2023-12-06
Swaminathan and Sons,9200,"Sauces (like tomato ketchup, chili sauce, or soy sauce)",P019,237,25.87,"883, Agrawal Path, Hubli–Dharwad 551963",Jharkhand,+911512811439,Mahbubnagar,tdave@mahal.com,Payment Paid,2020-01-13
"Tella, Andra and Grover",3465,Frozen Fish Fillets,P011,34,233.97,"849, Ramesh Marg, Guntur-970520",Uttar Pradesh,+911152325740,Erode,miraansampath@srinivasan-ratta.com,Payment Pending,2022-12-10
Swaminathan and Sons,7913,Juice Concentrates (like orange or cranberry),P014,476,326.43,"H.No. 63, Ravel Path, Firozabad 310420",Nagaland,+912406074354,Pali,mehulyohannan@hotmail.com,Payment Paid,2023-02-05
"Tella, Andra and Grover",2786,Butter,P007,140,98.88,"H.No. 96, Malhotra Chowk, Moradabad-344548",Andhra Pradesh,6361106322,Madanapalle,kotharizeeshan@hotmail.com,Payment Paid,2023-06-05
Deo Ltd,4260,Frozen French Fries,P005,136,237.61,"293, Dube, Tirupati 844902",Sikkim,3592660993,Khora ,rashakuruvilla@yahoo.com,Payment Pending,2021-07-19
"Sem, Mann and Karnik",1727,Cheese Slices or Blocks,P006,255,20.05,"94, Bobal Zila, Dindigul 125353",Jharkhand,2139090163,Pudukkottai,uthkarshsarkar@hotmail.com,Payment Pending,2022-05-21
"Grover, Sidhu and Varma",6514,Ice Cream,P002,218,466.04,"964, Balay Chowk, Bilaspur 704353",Odisha,+916378293520,Alappuzha,jayan24@datta.com,Payment Pending,2023-01-23
"Grover, Sidhu and Varma",7956,Ice Cream,P002,475,430.69,"H.No. 93, Agate Ganj, Bikaner 109286",Sikkim,6724462331,Mathura,sendishani@hayer.biz,Payment Paid,2022-09-16
"Grover, Sidhu and Varma",4864,Green Peas,P004,349,141.69,"H.No. 74, Babu Marg, Motihari 289227",West Bengal,07008938655,Machilipatnam,ssetty@hotmail.com,Payment Paid,2020-07-21
Sehgal and Sons,3996,Whipping Cream,P016,500,252.77,"H.No. 039, Jani Circle, North Dumdum-739668",Jharkhand,8298333765,Hospet,baiju32@gola.info,Payment Paid,2022-07-29
Sehgal and Sons,5656,Frozen Mixed Vegetables,P009,222,271.27,"479, Sathe Circle, Motihari-017247",Mizoram,+918806674926,Ambarnath,rajunitara@tank.com,Payment Paid,2021-02-03
"Tella, Andra and Grover",3839,Pickles,P018,227,245.39,"H.No. 754, Warrior Zila, Junagadh 099162",Manipur,09495852134,Tinsukia,nbarad@yahoo.com,Payment Pending,2023-06-28
Swaminathan and Sons,5859,Chicken Nuggets,P010,288,295.19,"H.No. 256, Tandon Chowk, Tinsukia 390200",Telangana,4729368753,Gulbarga,oanand@hotmail.com,Payment Paid,2022-04-18
Chana-Sankar,9425,"Sauces (like tomato ketchup, chili sauce, or soy sauce)",P019,190,335.52,"40, Walia Circle, Siwan 022342",Uttar Pradesh,2515843283,Yamunanagar,hridaansetty@gmail.com,Payment Pending,2023-09-09
Sehgal and Sons,3035,"Frozen Berries (e.g., strawberries, blueberries)",P015,12,99.41,"94/078, Kuruvilla Nagar, Bhind-423502",Goa,7009934149,Nellore,heerkumar@gmail.com,Payment Pending,2020-05-01
Ratta-Buch,5294,"Dry Fruits (e.g., almonds, cashews, raisins)",P017,150,214.34,"798, Sarna Nagar, Bidhannagar-468198",Jharkhand,7298070688,Nashik,reyanshkota@balan.biz,Payment Paid,2022-01-17
Bera-Dani,7940,"Dry Fruits (e.g., almonds, cashews, raisins)",P017,336,347.71,"H.No. 661, Rana Road, Jorhat-021384",Madhya Pradesh,+911249189524,Bhubaneswar,nsinghal@hotmail.com,Payment Paid,2022-02-26
Chana-Sankar,3234,Juice Concentrates (like orange or cranberry),P014,39,120.91,"H.No. 492, Dhar Chowk, Tezpur-780792",Maharashtra,+912848320568,Gandhidham,vardaniya65@dayal.biz,Payment Pending,2021-09-30
Chana-Sankar,2734,Chicken Nuggets,P010,87,50.06,"679, Wadhwa Zila, Bhusawal 816729",Nagaland,05997818970,Gandhinagar,dghosh@yahoo.com,Payment Pending,2023-11-07
Chana-Sankar,5961,Green Peas,P004,235,162.6,"H.No. 441, Bhasin, Ludhiana-104230",West Bengal,+912942904548,Junagadh,kray@krishnamurthy-shetty.com,Payment Paid,2021-09-21
Chana-Sankar,7735,Rice or Pasta,P020,214,397.14,"914, Atwal, Jamshedpur-123454",Mizoram,1784836897,Jhansi,eshanimand@chander.info,Payment Paid,2020-10-02
"Bali, Iyer and Lad",6467,Butter,P007,343,41.19,"H.No. 661, Gill Nagar, Sri Ganganagar-726533",Jharkhand,05392444659,Vijayanagaram,aniruddhdara@yahoo.com,Payment Paid,2022-08-16
Ratta-Buch,3384,Butter,P007,139,132.46,"38/93, Mangal Street, Pallavaram-799698",Maharashtra,3281147016,Eluru,samihamangat@yahoo.com,Payment Paid,2022-09-03
"Grover, Sidhu and Varma",2413,"Frozen Berries (e.g., strawberries, blueberries)",P015,214,178.13,"26/984, Sehgal Nagar, Nagercoil 346263",Rajasthan,7747700334,Sikar,kimaya69@gmail.com,Payment Pending,2023-07-05
"Bali, Iyer and Lad",1148,Pickles,P018,466,109.14,"02, Mani Road, Maheshtala 660751",West Bengal,2274409725,Uluberia,arnav77@gour-trivedi.net,Payment Paid,2022-07-22
"Grover, Sidhu and Varma",9159,Juice Concentrates (like orange or cranberry),P014,384,259.62,"35/608, Kashyap Street, Alappuzha 854171",Mizoram,+913829558787,Kharagpur,zoyabir@dutt-comar.com,Payment Paid,2023-06-30
Swaminathan and Sons,3130,Chicken Nuggets,P010,461,386.78,"H.No. 33, Bains Zila, Thrissur-390084",Chhattisgarh,+913748697726,Chennai,taimurkorpal@rege.com,Payment Pending,2020-06-01
Sehgal and Sons,1390,"Pulp (e.g., mango, guava, or tomato pulp)",P003,500,40.2,"H.No. 492, Kant Chowk, Jamalpur-570217",Chhattisgarh,00528698251,Gwalior,dhanush38@gmail.com,Payment Pending,2023-09-27
